waveform,filename,peak_abs_nm,flagged
noise,noise_11_Run3_1_absolute.csv,80.1239116191864,False
noise,noise_12_Run1_1_absolute.csv,104.58593201637268,False
noise,noise_12_Run2_1_absolute.csv,96.75525152683258,False
noise,noise_12_Run3_1_absolute.csv,100.80454742908478,False
noise,noise_13_Run1_1_absolute.csv,106.43363618850708,False
noise,noise_13_Run2_1_absolute.csv,111.0786384344101,False
noise,noise_13_Run3_1_absolute.csv,119.09682250022888,False
noise,noise_14_Run1_1_absolute.csv,102.35254549980164,False
noise,noise_14_Run2_1_absolute.csv,106.79212367534637,False
noise,noise_14_Run3_1_absolute.csv,109.23221802711487,False
noise,noise_1_Run1_1_absolute.csv,66.65262970748881,False
noise,noise_1_Run2_1_absolute.csv,80.084878076319,False
noise,noise_1_Run3_1_absolute.csv,147.18168459852313,False
noise,noise_2_Run1_1_absolute.csv,86.99531900882721,False
noise,noise_2_Run2_1_absolute.csv,58.6822110414505,False
noise,noise_2_Run3_1_absolute.csv,39.63160306215286,False
noise,noise_3_Run1_1_absolute.csv,51.45790712596002,False
noise,noise_3_Run2_1_absolute.csv,100.11367511177346,False
noise,noise_3_Run3_1_absolute.csv,54.145158455485515,False
noise,noise_4_Run1_1_absolute.csv,130.66885513031235,False
noise,noise_4_Run2_1_absolute.csv,48.39038563057875,False
noise,noise_4_Run3_1_absolute.csv,44.261798209926724,False
noise,noise_5_Run1_1_absolute.csv,93.28400467337201,False
noise,noise_5_Run2_1_absolute.csv,96.5709135037439,False
noise,noise_5_Run3_1_absolute.csv,51.80204213898469,False
noise,noise_6_Run1_1_absolute.csv,87.72173210252379,False
noise,noise_6_Run2_1_absolute.csv,95.87428169199387,False
noise,noise_6_Run3_1_absolute.csv,84.89391801450085,False
noise,noise_7_Run1_1_absolute.csv,88.1930187494695,False
noise,noise_7_Run2_1_absolute.csv,62.499383991189916,False
noise,noise_7_Run3_1_absolute.csv,58.30510332074891,False
noise,noise_8_Run1_1_absolute.csv,81.99447532671002,False
noise,noise_8_Run2_1_absolute.csv,159.50749672917618,False
noise,noise_8_run3_1_absolute.csv,41.18277192141795,False
noise,noise_Run1_absolute.csv,41.00662761663352,False
noise,noise_Run2_absolute.csv,42.19528684627494,False
noise,noise_Run3_absolute.csv,43.98913687246204,False
